file,steps,details,size
htmlcov\z_bd533f29785bb5d6_biofertilizer_py.html,Land Recognition & GIS; Soil; Climate; Plant Selection & Crop Modeling; General/Simulation,"{""Land Recognition & GIS"": 4, ""Soil"": 23, ""Climate"": 1, ""Plant Selection & Crop Modeling"": 6, ""General/Simulation"": 1}",106818
htmlcov\z_bd533f29785bb5d6_land_capability_py.html,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Land Recognition & GIS"": 2, ""Topography & DEM"": 64, ""Soil"": 11, ""Climate"": 1, ""Water Resources"": 1, ""Erosion (RUSLE)"": 9, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 1}",107137
htmlcov\z_bd533f29785bb5d6_test_lcc_py.html,Topography & DEM; Soil; Climate,"{""Topography & DEM"": 3, ""Soil"": 1, ""Climate"": 1}",31495
htmlcov\z_c38e121ab6c5bdad_index_insurance_py.html,Monitoring & Calibration,"{""Monitoring & Calibration"": 1}",29467
htmlcov\z_c61ee36202d0d998_bot_proxy_py.html,General/Simulation,"{""General/Simulation"": 1}",31434
htmlcov\z_c61ee36202d0d998_bot_py.html,Soil; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Soil"": 5, ""Erosion (RUSLE)"": 2, ""Carbon & RothC"": 15, ""Plant Selection & Crop Modeling"": 6, ""Irrigation & Water Requirement"": 1}",74508
htmlcov\z_c61ee36202d0d998_config_py.html,General/Simulation,"{""General/Simulation"": 1}",14140
htmlcov\z_c61ee36202d0d998_formatters_py.html,Soil; Climate; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Soil"": 2, ""Climate"": 11, ""Erosion (RUSLE)"": 7, ""Carbon & RothC"": 9, ""Plant Selection & Crop Modeling"": 7, ""Irrigation & Water Requirement"": 12}",92228
htmlcov\z_c61ee36202d0d998_i18n_py.html,Soil; Climate; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Soil"": 1, ""Climate"": 1, ""Erosion (RUSLE)"": 6, ""Carbon & RothC"": 7, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 6}",41043
htmlcov\z_c61ee36202d0d998_integration_py.html,Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Economy & Carbon MRV; Monitoring & Calibration,"{""Erosion (RUSLE)"": 1, ""Carbon & RothC"": 4, ""Plant Selection & Crop Modeling"": 3, ""Irrigation & Water Requirement"": 1, ""Economy & Carbon MRV"": 5, ""Monitoring & Calibration"": 2}",57555
htmlcov\z_c61ee36202d0d998_proxy_bot_py.html,Soil; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 2, ""Carbon & RothC"": 6, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 3, ""General/Simulation"": 1}",79142
htmlcov\z_d21458d17120351b_config_py.html,General/Simulation,"{""General/Simulation"": 2}",15612
htmlcov\z_d21458d17120351b_i18n_py.html,Soil; Climate; Water Resources; Carbon & RothC; General/Simulation,"{""Soil"": 4, ""Climate"": 1, ""Water Resources"": 2, ""Carbon & RothC"": 1, ""General/Simulation"": 5}",128837
htmlcov\z_d21458d17120351b_platforms_py.html,General/Simulation,"{""General/Simulation"": 1}",25846
htmlcov\z_d86fb260788908f9_test_land_profile_py.html,Topography & DEM,"{""Topography & DEM"": 2}",13649
htmlcov\z_d86fb260788908f9_test_service_py.html,Topography & DEM,"{""Topography & DEM"": 4}",50548
htmlcov\z_e138a70c58336a28_admin_py.html,Soil; Climate; Water Resources; Carbon & RothC; General/Simulation,"{""Soil"": 1, ""Climate"": 5, ""Water Resources"": 1, ""Carbon & RothC"": 1, ""General/Simulation"": 9}",335435
htmlcov\z_e138a70c58336a28_ai_chat_py.html,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario,"{""Topography & DEM"": 2, ""Soil"": 14, ""Climate"": 8, ""Water Resources"": 6, ""Erosion (RUSLE)"": 7, ""Carbon & RothC"": 10, ""Plant Selection & Crop Modeling"": 3, ""Irrigation & Water Requirement"": 4, ""Optimization & Scenario"": 1}",110030
htmlcov\z_e138a70c58336a28_ai_py.html,General/Simulation,"{""General/Simulation"": 2}",27703
htmlcov\z_e138a70c58336a28_analyses_py.html,Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Monitoring & Calibration; General/Simulation,"{""Water Resources"": 3, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Hydraulic & Structure Design"": 1, ""Monitoring & Calibration"": 3, ""General/Simulation"": 4}",30449
htmlcov\z_e138a70c58336a28_analytics_py.html,Soil; Carbon & RothC; Optimization & Scenario,"{""Soil"": 7, ""Carbon & RothC"": 4, ""Optimization & Scenario"": 14}",133827
htmlcov\z_e138a70c58336a28_blockchain_py.html,Carbon & RothC; Economy & Carbon MRV; General/Simulation,"{""Carbon & RothC"": 17, ""Economy & Carbon MRV"": 1, ""General/Simulation"": 3}",112131
htmlcov\z_e138a70c58336a28_carbon_engine_py.html,Soil; Climate; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Economy & Carbon MRV; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Soil"": 6, ""Climate"": 8, ""Water Resources"": 2, ""Carbon & RothC"": 20, ""Plant Selection & Crop Modeling"": 13, ""Irrigation & Water Requirement"": 3, ""Economy & Carbon MRV"": 1, ""Livelihood & Rural Development"": 1, ""Monitoring & Calibration"": 3, ""General/Simulation"": 7}",166004
htmlcov\z_e138a70c58336a28_carbon_py.html,Soil; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 3, ""Carbon & RothC"": 19, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 2}",90837
htmlcov\z_e138a70c58336a28_dashboard_py.html,Climate; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Climate"": 11, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 2}",41426
htmlcov\z_e138a70c58336a28_ecowallet_py.html,Soil; Climate; Carbon & RothC; Plant Selection & Crop Modeling; Optimization & Scenario,"{""Soil"": 1, ""Climate"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 1, ""Optimization & Scenario"": 1}",64017
htmlcov\z_e138a70c58336a28_land_py.html,Topography & DEM,"{""Topography & DEM"": 9}",87864
htmlcov\z_e138a70c58336a28_materials_py.html,Carbon & RothC; General/Simulation,"{""Carbon & RothC"": 2, ""General/Simulation"": 2}",16524
htmlcov\z_e138a70c58336a28_models_py.html,General/Simulation,"{""General/Simulation"": 14}",29122
htmlcov\z_e138a70c58336a28_motors_py.html,Land Recognition & GIS; Topography & DEM; Soil; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; General/Simulation,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 11, ""Soil"": 8, ""Water Resources"": 2, ""Carbon & RothC"": 11, ""Plant Selection & Crop Modeling"": 15, ""Irrigation & Water Requirement"": 10, ""Hydraulic & Structure Design"": 1, ""Optimization & Scenario"": 1, ""General/Simulation"": 2}",93036
htmlcov\z_e138a70c58336a28_mrv_py.html,Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Economy & Carbon MRV"": 19, ""Monitoring & Calibration"": 2, ""General/Simulation"": 1}",111536
htmlcov\z_e138a70c58336a28_nojin_py.html,Land Recognition & GIS; Soil; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; Economy & Carbon MRV,"{""Land Recognition & GIS"": 1, ""Soil"": 74, ""Water Resources"": 8, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 2, ""Economy & Carbon MRV"": 14}",361051
htmlcov\z_e138a70c58336a28_platform_py.html,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; Economy & Carbon MRV; General/Simulation,"{""Topography & DEM"": 3, ""Soil"": 4, ""Climate"": 29, ""Water Resources"": 1, ""Erosion (RUSLE)"": 13, ""Carbon & RothC"": 10, ""Plant Selection & Crop Modeling"": 4, ""Irrigation & Water Requirement"": 9, ""Optimization & Scenario"": 1, ""Economy & Carbon MRV"": 1, ""General/Simulation"": 3}",195760
htmlcov\z_e138a70c58336a28_satellite_py.html,Soil; Climate; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 2, ""Climate"": 8, ""Plant Selection & Crop Modeling"": 8, ""Irrigation & Water Requirement"": 2, ""General/Simulation"": 3}",120311
htmlcov\z_e138a70c58336a28_scenarios_py.html,Climate; Optimization & Scenario,"{""Climate"": 3, ""Optimization & Scenario"": 7}",30497
htmlcov\z_e138a70c58336a28_science_py.html,General/Simulation,"{""General/Simulation"": 13}",40703
htmlcov\z_e138a70c58336a28_simulation_py.html,Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; General/Simulation,"{""Erosion (RUSLE)"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 5, ""General/Simulation"": 13}",24300
htmlcov\z_e138a70c58336a28_soil_py.html,Soil; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling; Hydraulic & Structure Design; Economy & Carbon MRV; General/Simulation,"{""Soil"": 20, ""Water Resources"": 1, ""Erosion (RUSLE)"": 1, ""Plant Selection & Crop Modeling"": 1, ""Hydraulic & Structure Design"": 1, ""Economy & Carbon MRV"": 18, ""General/Simulation"": 2}",209835
htmlcov\z_e138a70c58336a28_stubs_py.html,Carbon & RothC; Plant Selection & Crop Modeling; Optimization & Scenario; Economy & Carbon MRV; General/Simulation,"{""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 3, ""Optimization & Scenario"": 4, ""Economy & Carbon MRV"": 1, ""General/Simulation"": 1}",22428
htmlcov\z_e138a70c58336a28_ussd_py.html,Soil; Climate; Plant Selection & Crop Modeling,"{""Soil"": 1, ""Climate"": 1, ""Plant Selection & Crop Modeling"": 1}",69967
htmlcov\z_e138a70c58336a28_watershed_py.html,Water Resources; Hydraulic & Structure Design,"{""Water Resources"": 7, ""Hydraulic & Structure Design"": 4}",16402
htmlcov\z_e40284dae0a542cc_earning_rules_py.html,Soil; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling,"{""Soil"": 1, ""Water Resources"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 1}",44070
htmlcov\z_e40284dae0a542cc_messages_py.html,Soil; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling,"{""Soil"": 1, ""Water Resources"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 1}",39327
htmlcov\z_e40284dae0a542cc_redemption_py.html,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",37125
htmlcov\z_e74e2825cef809f4_copernicus_cds_py.html,Soil; Climate; Monitoring & Calibration,"{""Soil"": 7, ""Climate"": 5, ""Monitoring & Calibration"": 1}",69302
htmlcov\z_e8362bbd8ae71c66_ai_py.html,Climate; General/Simulation,"{""Climate"": 3, ""General/Simulation"": 2}",45945
htmlcov\z_e8362bbd8ae71c66_alerts_py.html,Soil,"{""Soil"": 2}",31638
htmlcov\z_f3bd09725963f0d1_cds_py.html,Climate,"{""Climate"": 12}",83521
htmlcov\z_f3bd09725963f0d1_copernicus_py.html,Land Recognition & GIS; Soil; Water Resources; Plant Selection & Crop Modeling; General/Simulation,"{""Land Recognition & GIS"": 11, ""Soil"": 1, ""Water Resources"": 2, ""Plant Selection & Crop Modeling"": 6, ""General/Simulation"": 1}",166985
htmlcov\z_f3bd09725963f0d1_era5_fetch_py.html,Climate,"{""Climate"": 9}",57915
htmlcov\z_f3bd09725963f0d1_monitoring_service_py.html,Land Recognition & GIS; Soil; Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Monitoring & Calibration,"{""Land Recognition & GIS"": 1, ""Soil"": 2, ""Climate"": 1, ""Water Resources"": 2, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 1, ""Monitoring & Calibration"": 10}",65840
htmlcov\z_f3bd09725963f0d1_nasa_power_py.html,Climate; Irrigation & Water Requirement; Hydraulic & Structure Design; Livelihood & Rural Development,"{""Climate"": 22, ""Irrigation & Water Requirement"": 4, ""Hydraulic & Structure Design"": 1, ""Livelihood & Rural Development"": 1}",77894
htmlcov\z_f3bd09725963f0d1_open_meteo_py.html,Climate; Irrigation & Water Requirement,"{""Climate"": 3, ""Irrigation & Water Requirement"": 1}",45979
htmlcov\z_f3bd09725963f0d1_sentinel2_provider_py.html,Land Recognition & GIS; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Land Recognition & GIS"": 9, ""Soil"": 8, ""Climate"": 10, ""Water Resources"": 6, ""Erosion (RUSLE)"": 2, ""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 25, ""Irrigation & Water Requirement"": 1}",324896
interfaces\hydroma_engine_interface.py,Soil; Climate; Water Resources,"{""Soil"": 1, ""Climate"": 1, ""Water Resources"": 2}",951
interfaces\land_engine_interface.py,Topography & DEM; Water Resources,"{""Topography & DEM"": 2, ""Water Resources"": 1}",1204
migrations\env.py,Irrigation & Water Requirement; Optimization & Scenario; General/Simulation,"{""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 1, ""General/Simulation"": 1}",2103
reports\nojin_phase2_complete.md,Soil; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Economy & Carbon MRV; Monitoring & Calibration; General/Simulation,"{""Soil"": 7, ""Water Resources"": 10, ""Carbon & RothC"": 4, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Hydraulic & Structure Design"": 1, ""Economy & Carbon MRV"": 13, ""Monitoring & Calibration"": 1, ""General/Simulation"": 1}",5103
reports\phase3_analysis_20260823_181809.md,Water Resources; Hydraulic & Structure Design,"{""Water Resources"": 10, ""Hydraulic & Structure Design"": 2}",1746
reports\phase5_analysis_20260823_222506.md,Optimization & Scenario; General/Simulation,"{""Optimization & Scenario"": 1, ""General/Simulation"": 1}",1937
scripts\test_map_engine.py,Land Recognition & GIS; Topography & DEM; Soil; Water Resources; Erosion (RUSLE); Plant Selection & Crop Modeling,"{""Land Recognition & GIS"": 4, ""Topography & DEM"": 2, ""Soil"": 1, ""Water Resources"": 1, ""Erosion (RUSLE)"": 2, ""Plant Selection & Crop Modeling"": 1}",5437
scripts\test_scientific_motors.py,Land Recognition & GIS; Topography & DEM; Soil; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 5, ""Soil"": 3, ""Water Resources"": 1, ""Carbon & RothC"": 7, ""Plant Selection & Crop Modeling"": 11, ""Irrigation & Water Requirement"": 5, ""Hydraulic & Structure Design"": 4, ""Optimization & Scenario"": 3}",6317
services\conftest.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",1273
tests\conftest.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 2}",860
tests\conftest.py.bak_alias,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 2}",531
tests\conftest.py.bak_audit_manual,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 2}",2039
tests\conftest.py.bak_db_override,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",1026
tests\conftest.py.bak_dep_override,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 2}",2039
tests\conftest.py.bak_engine_fixture,Plant Selection & Crop Modeling; General/Simulation,"{""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 7}",2773
tests\conftest.py.bak_final_conftest,Plant Selection & Crop Modeling; General/Simulation,"{""Plant Selection & Crop Modeling"": 2, ""General/Simulation"": 7}",3589
tests\conftest.py.bak_final_env,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 2}",549
tests\conftest.py.bak_fixture_clean,Plant Selection & Crop Modeling; General/Simulation,"{""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 6}",2270
tests\conftest.py.bak_full_override,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 3}",2204
tests\conftest.py.bak_getdb_globals,Plant Selection & Crop Modeling; General/Simulation,"{""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 1}",1681
tests\conftest.py.bak_import_pytest,Plant Selection & Crop Modeling; General/Simulation,"{""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 7}",2758
tests\conftest.py.bak_landprof,Plant Selection & Crop Modeling; General/Simulation,"{""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 7}",2867
tests\conftest.py.bak_landprof_table,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 3}",1679
tests\conftest.py.bak_module_patch,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 2}",3408
tests\conftest.py.bak_old_test,General/Simulation,"{""General/Simulation"": 6}",1712
tests\conftest.py.bak_tables,General/Simulation,"{""General/Simulation"": 6}",1714
tests\test_alert_loop.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",2560
tests\test_alert_loop.py.bak_old_test,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",2525
tests\test_alert_loop.py.bak_session_import,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",2537
tests\test_alert_runner.py,General/Simulation,"{""General/Simulation"": 2}",1851
