site_id,month,tmax_c,tmin_c,tavg_c,precip_mm,et0_mm,dtr_c,rh_pct,sunshine_h_day,wind_ms
SITE027,9,29.1,17.2,23.1,157.7,124.0,12.0,62.0,6.3,2.5
SITE027,10,26.2,13.7,20.0,130.3,93.0,12.5,61.0,6.4,2.5
SITE027,11,23.2,10.4,16.8,116.6,62.0,12.8,61.0,6.4,2.5
SITE027,12,20.9,8.0,14.5,109.7,51.0,12.9,60.0,6.5,2.5
SITE028,1,21.5,9.2,15.3,49.7,58.0,12.3,60.0,6.5,2.5
SITE028,2,22.3,9.9,16.1,46.6,69.0,12.4,60.0,6.5,2.5
SITE028,3,24.2,12.3,18.3,59.1,104.0,11.9,61.0,6.4,2.5
SITE028,4,27.0,15.4,21.2,68.4,132.0,11.5,62.0,6.3,2.5
SITE028,5,29.7,18.5,24.1,77.7,163.0,11.2,63.0,6.3,2.5
SITE028,6,31.7,20.9,26.3,87.1,170.0,10.8,64.0,6.2,2.5
SITE028,7,32.3,21.8,27.0,93.3,173.0,10.5,64.0,6.2,2.5
SITE028,8,31.7,20.8,26.3,83.9,158.0,10.9,64.0,6.2,2.5
SITE028,9,29.8,18.4,24.1,71.5,124.0,11.4,62.0,6.3,2.5
SITE028,10,27.1,15.2,21.2,59.1,95.0,11.9,61.0,6.4,2.5
SITE028,11,24.3,12.2,18.3,52.9,65.0,12.1,61.0,6.4,2.5
SITE028,12,22.3,10.0,16.1,49.7,54.0,12.3,60.0,6.5,2.5
SITE029,1,19.6,6.5,13.1,34.1,55.0,13.1,60.0,6.5,2.5
SITE029,2,20.6,7.3,13.9,31.9,67.0,13.2,60.0,6.5,2.5
SITE029,3,22.7,10.0,16.3,40.4,102.0,12.7,61.0,6.4,2.5
SITE029,4,25.7,13.4,19.6,46.8,131.0,12.3,62.0,6.3,2.5
SITE029,5,28.8,16.8,22.8,53.2,163.0,11.9,63.0,6.3,2.5
SITE029,6,30.9,19.4,25.2,59.6,171.0,11.5,64.0,6.2,2.5
SITE029,7,31.7,20.4,26.0,63.9,175.0,11.3,64.0,6.2,2.5
SITE029,8,31.0,19.4,25.2,57.5,159.0,11.6,64.0,6.2,2.5
SITE029,9,28.9,16.7,22.8,49.0,124.0,12.2,62.0,6.3,2.5
SITE029,10,25.9,13.2,19.6,40.4,94.0,12.7,61.0,6.4,2.5
SITE029,11,22.8,9.8,16.3,36.2,63.0,13.0,61.0,6.4,2.5
SITE029,12,20.5,7.4,13.9,34.1,52.0,13.1,60.0,6.5,2.5
SITE030,1,20.4,7.5,14.0,64.2,57.0,12.9,60.0,6.5,2.5
SITE030,2,21.3,8.3,14.8,60.2,68.0,13.1,60.0,6.5,2.5
SITE030,3,23.4,10.9,17.1,76.3,104.0,12.6,61.0,6.4,2.5
SITE030,4,26.4,14.2,20.3,88.3,133.0,12.2,62.0,6.3,2.5
SITE030,5,29.4,17.6,23.5,100.4,165.0,11.8,63.0,6.3,2.5
SITE030,6,31.5,20.2,25.8,112.4,173.0,11.4,64.0,6.2,2.5
SITE030,7,32.3,21.1,26.7,120.5,176.0,11.1,64.0,6.2,2.5
SITE030,8,31.6,20.1,25.8,108.4,160.0,11.5,64.0,6.2,2.5
SITE030,9,29.5,17.5,23.5,92.4,126.0,12.0,62.0,6.3,2.5
SITE030,10,26.6,14.0,20.3,76.3,95.0,12.6,61.0,6.4,2.5
SITE030,11,23.5,10.7,17.1,68.3,65.0,12.8,61.0,6.4,2.5
SITE030,12,21.3,8.3,14.8,64.2,54.0,12.9,60.0,6.5,2.5
SITE031,1,20.2,8.4,14.3,91.9,54.0,11.8,67.0,6.0,2.5
SITE031,2,21.2,9.2,15.2,86.0,66.0,12.1,66.0,6.0,2.5
SITE031,3,24.0,11.5,17.8,77.1,105.0,12.5,65.0,6.1,2.5
SITE031,4,28.1,14.4,21.2,50.4,144.0,13.7,62.0,6.4,2.5
SITE031,5,32.0,17.4,24.7,29.7,189.0,14.6,60.0,6.5,2.5
SITE031,6,35.1,19.5,27.3,8.9,209.0,15.5,57.0,6.7,2.5
SITE031,7,36.1,20.3,28.2,3.0,217.0,15.8,56.0,6.8,2.5
SITE031,8,35.1,19.5,27.3,5.9,193.0,15.7,57.0,6.7,2.5
SITE031,9,32.1,17.4,24.7,26.7,143.0,14.7,59.0,6.6,2.5
SITE031,10,27.9,14.6,21.2,59.3,100.0,13.3,63.0,6.3,2.5
SITE031,11,23.9,11.7,17.8,83.0,63.0,12.2,66.0,6.1,2.5
SITE031,12,21.2,9.2,15.2,86.0,52.0,12.1,66.0,6.0,2.5
SITE032,1,18.1,5.5,11.8,65.0,52.0,12.6,67.0,6.0,2.5
SITE032,2,19.3,6.4,12.8,60.8,63.0,12.8,66.0,6.0,2.5
SITE032,3,22.3,9.0,15.6,54.5,101.0,13.3,65.0,6.1,2.5
SITE032,4,26.7,12.2,19.5,35.7,142.0,14.5,62.0,6.4,2.5
SITE032,5,31.0,15.5,23.3,21.0,188.0,15.5,60.0,6.5,2.5
SITE032,6,34.3,17.8,26.1,6.3,210.0,16.5,57.0,6.7,2.5
SITE032,7,35.5,18.7,27.1,2.1,219.0,16.8,56.0,6.8,2.5
SITE032,8,34.4,17.7,26.1,4.2,194.0,16.7,57.0,6.7,2.5
SITE032,9,31.1,15.4,23.3,18.9,142.0,15.7,59.0,6.6,2.5
SITE032,10,26.5,12.4,19.5,42.0,98.0,14.1,63.0,6.3,2.5
SITE032,11,22.1,9.1,15.6,58.7,61.0,13.0,66.0,6.1,2.5
SITE032,12,19.3,6.4,12.8,60.8,49.0,12.8,66.0,6.0,2.5
SITE033,1,19.6,7.3,13.5,119.0,54.0,12.3,67.0,6.0,2.5
SITE033,2,20.8,8.2,14.5,111.3,66.0,12.6,66.0,6.0,2.5
SITE033,3,23.7,10.7,17.2,99.8,106.0,13.0,65.0,6.1,2.5
SITE033,4,28.1,13.8,20.9,65.3,146.0,14.3,62.0,6.4,2.5
SITE033,5,32.3,17.0,24.7,38.4,193.0,15.3,60.0,6.5,2.5
SITE033,6,35.5,19.3,27.4,11.5,214.0,16.3,57.0,6.7,2.5
SITE033,7,36.7,20.1,28.4,3.8,223.0,16.5,56.0,6.8,2.5
SITE033,8,35.6,19.2,27.4,7.7,198.0,16.4,57.0,6.7,2.5
SITE033,9,32.4,17.0,24.7,34.6,146.0,15.4,59.0,6.6,2.5
SITE033,10,27.9,14.0,20.9,76.8,102.0,13.9,63.0,6.3,2.5
SITE033,11,23.6,10.8,17.2,107.5,64.0,12.8,66.0,6.1,2.5
SITE033,12,20.8,8.2,14.5,111.3,52.0,12.6,66.0,6.0,2.5
SITE034,1,11.3,-6.5,2.4,18.0,48.0,17.8,41.0,8.3,3.2
SITE034,2,12.9,-5.1,3.9,17.3,59.0,18.0,41.0,8.3,3.2
SITE034,3,16.6,-0.3,8.2,22.7,94.0,16.8,44.0,8.1,3.2
SITE034,4,22.8,5.1,13.9,18.8,136.0,17.6,42.0,8.3,3.2
SITE034,5,29.6,9.8,19.7,8.6,194.0,19.8,36.0,8.7,3.2
SITE034,6,33.9,13.9,23.9,1.6,218.0,20.0,33.0,8.9,3.2
SITE034,7,35.5,15.5,25.5,0.4,229.0,20.0,32.0,9.0,3.2
SITE034,8,33.9,13.9,23.9,0.4,205.0,20.0,32.0,9.0,3.2
SITE034,9,29.7,9.7,19.7,1.2,154.0,20.0,33.0,9.0,3.2
SITE034,10,23.9,3.9,13.9,5.5,108.0,20.0,35.0,8.8,3.2
SITE034,11,17.0,-0.7,8.2,18.8,63.0,17.6,42.0,8.3,3.2
SITE034,12,11.9,-4.1,3.9,26.7,46.0,16.0,46.0,8.0,3.2
SITE035,1,9.0,-8.8,0.1,10.2,43.0,17.8,41.0,8.3,3.2
SITE035,2,10.7,-7.2,1.8,9.7,53.0,18.0,41.0,8.3,3.2
SITE035,3,14.6,-2.2,6.2,12.8,87.0,16.8,44.0,8.1,3.2
SITE035,4,21.2,3.5,12.3,10.6,130.0,17.6,42.0,8.3,3.2
SITE035,5,28.4,8.6,18.5,4.9,188.0,19.8,36.0,8.7,3.2
SITE035,6,32.9,12.9,22.9,0.9,212.0,20.0,33.0,8.9,3.2
SITE035,7,34.6,14.6,24.6,0.2,224.0,20.0,32.0,9.0,3.2
SITE035,8,32.9,12.9,22.9,0.2,200.0,20.0,32.0,9.0,3.2
SITE035,9,28.5,8.5,18.5,0.7,149.0,20.0,33.0,9.0,3.2
SITE035,10,22.3,2.3,12.3,3.1,103.0,20.0,35.0,8.8,3.2
SITE035,11,15.1,-2.6,6.2,10.6,59.0,17.6,42.0,8.3,3.2
SITE035,12,9.8,-6.2,1.8,15.0,41.0,16.0,46.0,8.0,3.2
SITE036,1,9.8,-8.0,0.9,22.0,45.0,17.8,41.0,8.3,3.2
SITE036,2,11.5,-6.5,2.5,21.1,55.0,18.0,41.0,8.3,3.2
SITE036,3,15.4,-1.4,7.0,27.8,90.0,16.8,44.0,8.1,3.2
SITE036,4,21.9,4.2,13.1,23.0,133.0,17.6,42.0,8.3,3.2
SITE036,5,29.0,9.2,19.1,10.5,191.0,19.8,36.0,8.7,3.2
SITE036,6,33.6,13.6,23.6,1.9,216.0,20.0,33.0,8.9,3.2
SITE036,7,35.2,15.2,25.2,0.5,228.0,20.0,32.0,9.0,3.2
SITE036,8,33.6,13.6,23.6,0.5,203.0,20.0,32.0,9.0,3.2
SITE036,9,29.1,9.1,19.1,1.4,151.0,20.0,33.0,9.0,3.2
SITE036,10,23.1,3.1,13.1,6.7,105.0,20.0,35.0,8.8,3.2
SITE036,11,15.8,-1.8,7.0,23.0,61.0,17.6,42.0,8.3,3.2
SITE036,12,10.5,-5.5,2.5,32.6,43.0,16.0,46.0,8.0,3.2
SITE037,1,15.3,-2.6,6.3,14.4,55.0,17.8,41.0,8.3,3.2
SITE037,2,16.9,-1.1,7.9,13.8,67.0,18.0,41.0,8.3,3.2
SITE037,3,20.4,3.6,12.0,18.2,106.0,16.8,44.0,8.1,3.2
SITE037,4,26.5,8.9,17.7,15.1,151.0,17.6,42.0,8.3,3.2
SITE037,5,33.3,13.5,23.4,6.9,213.0,19.8,36.0,8.7,3.2
SITE037,6,37.6,17.6,27.6,1.3,237.0,20.0,33.0,8.9,3.2
SITE037,7,39.1,19.1,29.1,0.3,249.0,20.0,32.0,9.0,3.2
SITE037,8,37.6,17.6,27.6,0.3,222.0,20.0,32.0,9.0,3.2
SITE037,9,33.4,13.4,23.4,0.9,166.0,20.0,33.0,9.0,3.2
SITE037,10,27.7,7.7,17.7,4.4,118.0,20.0,35.0,8.8,3.2
SITE037,11,20.9,3.2,12.0,15.1,70.0,17.6,42.0,8.3,3.2
SITE037,12,15.9,-0.1,7.9,21.3,51.0,16.0,46.0,8.0,3.2
SITE038,1,14.6,-3.3,5.6,11.5,54.0,17.8,41.0,8.3,3.2
SITE038,2,16.2,-1.8,7.2,11.0,66.0,18.0,41.0,8.3,3.2
SITE038,3,20.0,3.2,11.6,14.5,105.0,16.8,44.0,8.1,3.2
SITE038,4,26.3,8.7,17.5,12.0,151.0,17.6,42.0,8.3,3.2
SITE038,5,33.3,13.5,23.4,5.5,213.0,19.8,36.0,8.7,3.2
SITE038,6,37.8,17.8,27.8,1.0,238.0,20.0,33.0,8.9,3.2
SITE038,7,39.3,19.3,29.3,0.2,250.0,20.0,32.0,9.0,3.2
SITE038,8,37.8,17.8,27.8,0.2,223.0,20.0,32.0,9.0,3.2
SITE038,9,33.4,13.4,23.4,0.7,166.0,20.0,33.0,9.0,3.2
SITE038,10,27.5,7.5,17.5,3.5,117.0,20.0,35.0,8.8,3.2
SITE038,11,20.4,2.7,11.6,12.0,69.0,17.6,42.0,8.3,3.2
SITE038,12,15.2,-0.8,7.2,17.0,50.0,16.0,46.0,8.0,3.2
SITE039,1,13.4,-4.4,4.5,18.3,51.0,17.8,41.0,8.3,3.2
SITE039,2,15.1,-2.9,6.1,17.5,62.0,18.0,41.0,8.3,3.2
SITE039,3,18.9,2.0,10.4,23.1,101.0,16.8,44.0,8.1,3.2
SITE039,4,25.3,7.6,16.4,19.1,146.0,17.6,42.0,8.3,3.2
SITE039,5,32.3,12.5,22.4,8.8,208.0,19.8,36.0,8.7,3.2
SITE039,6,36.8,16.8,26.8,1.6,233.0,20.0,33.0,8.9,3.2
SITE039,7,38.4,18.4,28.4,0.4,245.0,20.0,32.0,9.0,3.2
SITE039,8,36.8,16.8,26.8,0.4,218.0,20.0,32.0,9.0,3.2
SITE039,9,32.4,12.4,22.4,1.2,162.0,20.0,33.0,9.0,3.2
SITE039,10,26.4,6.4,16.4,5.6,114.0,20.0,35.0,8.8,3.2
SITE039,11,19.3,1.6,10.4,19.1,66.0,17.6,42.0,8.3,3.2
SITE039,12,14.1,-1.9,6.1,27.0,48.0,16.0,46.0,8.0,3.2
SITE040,1,15.4,-2.4,6.5,5.8,60.0,17.8,41.0,8.3,3.2
SITE040,2,17.1,-0.9,8.1,5.5,71.0,18.0,41.0,8.3,3.2
SITE040,3,20.9,4.0,12.4,7.3,111.0,16.8,44.0,8.1,3.2
SITE040,4,27.2,9.5,18.4,6.1,156.0,17.6,42.0,8.3,3.2
SITE040,5,34.2,14.4,24.3,2.8,218.0,19.8,36.0,8.7,3.2
SITE040,6,38.6,18.6,28.6,0.5,241.0,20.0,33.0,8.9,3.2
SITE040,7,40.2,20.2,30.2,0.1,254.0,20.0,32.0,9.0,3.2
SITE040,8,38.6,18.6,28.6,0.1,228.0,20.0,32.0,9.0,3.2
SITE040,9,34.3,14.3,24.3,0.4,174.0,20.0,33.0,9.0,3.2
SITE040,10,28.4,8.4,18.4,1.8,126.0,20.0,35.0,8.8,3.2
SITE040,11,21.3,3.6,12.4,6.1,76.0,17.6,42.0,8.3,3.2
SITE040,12,16.1,0.1,8.1,8.6,56.0,16.0,46.0,8.0,3.2
SITE041,1,13.7,-4.1,4.8,5.2,56.0,17.8,41.0,8.3,3.2
SITE041,2,15.4,-2.6,6.4,4.9,67.0,18.0,41.0,8.3,3.2
SITE041,3,19.4,2.6,11.0,6.5,106.0,16.8,44.0,8.1,3.2
SITE041,4,26.0,8.3,17.2,5.4,151.0,17.6,42.0,8.3,3.2
SITE041,5,33.3,13.5,23.4,2.5,213.0,19.8,36.0,8.7,3.2
SITE041,6,37.9,17.9,27.9,0.4,238.0,20.0,33.0,8.9,3.2
SITE041,7,39.6,19.6,29.6,0.1,251.0,20.0,32.0,9.0,3.2
SITE041,8,37.9,17.9,27.9,0.1,225.0,20.0,32.0,9.0,3.2
SITE041,9,33.4,13.4,23.4,0.3,170.0,20.0,33.0,9.0,3.2
SITE041,10,27.2,7.2,17.2,1.6,121.0,20.0,35.0,8.8,3.2
SITE041,11,19.8,2.1,11.0,5.4,72.0,17.6,42.0,8.3,3.2
SITE041,12,14.4,-1.6,6.4,7.6,53.0,16.0,46.0,8.0,3.2
SITE042,1,14.5,-3.3,5.6,9.7,57.0,17.8,41.0,8.3,3.2
SITE042,2,16.3,-1.7,7.3,9.2,69.0,18.0,41.0,8.3,3.2
SITE042,3,20.2,3.4,11.8,12.2,109.0,16.8,44.0,8.1,3.2
SITE042,4,26.8,9.2,18.0,10.1,155.0,17.6,42.0,8.3,3.2
SITE042,5,34.0,14.3,24.1,4.6,217.0,19.8,36.0,8.7,3.2
SITE042,6,38.7,18.7,28.7,0.8,242.0,20.0,33.0,8.9,3.2
SITE042,7,40.3,20.3,30.3,0.2,254.0,20.0,32.0,9.0,3.2
SITE042,8,38.7,18.7,28.7,0.2,229.0,20.0,32.0,9.0,3.2
SITE042,9,34.1,14.1,24.1,0.6,173.0,20.0,33.0,9.0,3.2
SITE042,10,28.0,8.0,18.0,2.9,124.0,20.0,35.0,8.8,3.2
SITE042,11,20.6,3.0,11.8,10.1,74.0,17.6,42.0,8.3,3.2
SITE042,12,15.3,-0.7,7.3,14.3,54.0,16.0,46.0,8.0,3.2
SITE043,1,12.6,-5.2,3.7,18.6,55.0,17.8,41.0,8.3,3.2
SITE043,2,14.2,-3.8,5.2,17.7,65.0,18.0,41.0,8.3,3.2
SITE043,3,17.7,0.9,9.3,23.4,101.0,16.8,44.0,8.1,3.2
SITE043,4,23.8,6.1,14.9,19.4,142.0,17.6,42.0,8.3,3.2
SITE043,5,30.4,10.6,20.5,8.9,199.0,19.8,36.0,8.7,3.2
SITE043,6,34.6,14.6,24.6,1.6,220.0,20.0,33.0,8.9,3.2
SITE043,7,36.1,16.1,26.1,0.4,232.0,20.0,32.0,9.0,3.2
SITE043,8,34.6,14.6,24.6,0.4,210.0,20.0,32.0,9.0,3.2
SITE043,9,30.5,10.5,20.5,1.2,161.0,20.0,33.0,9.0,3.2
SITE043,10,24.9,4.9,14.9,5.6,117.0,20.0,35.0,8.8,3.2
SITE043,11,18.1,0.5,9.3,19.4,71.0,17.6,42.0,8.3,3.2
SITE043,12,13.2,-2.8,5.2,27.4,53.0,16.0,46.0,8.0,3.2
SITE044,1,10.6,-7.3,1.6,15.2,50.0,17.8,41.0,8.3,3.2
SITE044,2,12.2,-5.8,3.2,14.5,60.0,18.0,41.0,8.3,3.2
SITE044,3,16.0,-0.8,7.6,19.2,95.0,16.8,44.0,8.1,3.2
SITE044,4,22.3,4.7,13.5,15.9,136.0,17.6,42.0,8.3,3.2
SITE044,5,29.3,9.5,19.4,7.3,193.0,19.8,36.0,8.7,3.2
SITE044,6,33.8,13.8,23.8,1.3,216.0,20.0,33.0,8.9,3.2
SITE044,7,35.3,15.3,25.3,0.3,228.0,20.0,32.0,9.0,3.2
SITE044,8,33.8,13.8,23.8,0.3,205.0,20.0,32.0,9.0,3.2
SITE044,9,29.4,9.4,19.4,1.0,156.0,20.0,33.0,9.0,3.2
SITE044,10,23.5,3.5,13.5,4.6,111.0,20.0,35.0,8.8,3.2
SITE044,11,16.4,-1.3,7.6,15.9,66.0,17.6,42.0,8.3,3.2
SITE044,12,11.2,-4.8,3.2,22.5,48.0,16.0,46.0,8.0,3.2
SITE045,1,10.6,-7.3,1.6,26.4,50.0,17.8,41.0,8.3,3.2
SITE045,2,12.2,-5.8,3.2,25.3,60.0,18.0,41.0,8.3,3.2
SITE045,3,16.0,-0.8,7.6,33.3,95.0,16.8,44.0,8.1,3.2
SITE045,4,22.3,4.7,13.5,27.6,136.0,17.6,42.0,8.3,3.2
SITE045,5,29.3,9.5,19.4,12.6,193.0,19.8,36.0,8.7,3.2
SITE045,6,33.8,13.8,23.8,2.3,215.0,20.0,33.0,8.9,3.2
SITE045,7,35.3,15.3,25.3,0.6,228.0,20.0,32.0,9.0,3.2
SITE045,8,33.8,13.8,23.8,0.6,205.0,20.0,32.0,9.0,3.2
SITE045,9,29.4,9.4,19.4,1.7,156.0,20.0,33.0,9.0,3.2
SITE045,10,23.5,3.5,13.5,8.0,112.0,20.0,35.0,8.8,3.2
SITE045,11,16.4,-1.3,7.6,27.6,66.0,17.6,42.0,8.3,3.2
SITE045,12,11.2,-4.8,3.2,39.0,48.0,16.0,46.0,8.0,3.2
SITE046,1,19.9,2.1,11.0,9.0,73.0,17.8,41.0,8.3,3.2
SITE046,2,21.5,3.6,12.5,8.6,85.0,18.0,41.0,8.3,3.2
SITE046,3,25.2,8.4,16.8,11.4,128.0,16.8,44.0,8.1,3.2
SITE046,4,31.4,13.8,22.6,9.4,175.0,17.6,42.0,8.3,3.2
SITE046,5,38.3,18.5,28.4,4.3,239.0,19.8,36.0,8.7,3.2
SITE046,6,42.6,22.6,32.6,0.8,262.0,20.0,33.0,8.9,3.2
SITE046,7,44.2,24.2,34.2,0.2,274.0,20.0,32.0,9.0,3.2
SITE046,8,42.6,22.6,32.6,0.2,249.0,20.0,32.0,9.0,3.2
SITE046,9,38.4,18.4,28.4,0.6,192.0,20.0,33.0,9.0,3.2
SITE046,10,32.6,12.6,22.6,2.7,142.0,20.0,35.0,8.8,3.2
SITE046,11,25.6,8.0,16.8,9.4,88.0,17.6,42.0,8.3,3.2
SITE046,12,20.5,4.5,12.5,13.3,68.0,16.0,46.0,8.0,3.2
SITE047,1,17.4,-0.4,8.5,6.6,67.0,17.8,41.0,8.3,3.2
SITE047,2,19.2,1.2,10.2,6.3,79.0,18.0,41.0,8.3,3.2
SITE047,3,23.1,6.2,14.7,8.3,121.0,16.8,44.0,8.1,3.2
SITE047,4,29.6,12.0,20.8,6.9,167.0,17.6,42.0,8.3,3.2
SITE047,5,36.8,17.0,26.9,3.1,232.0,19.8,36.0,8.7,3.2
SITE047,6,41.4,21.4,31.4,0.6,256.0,20.0,33.0,8.9,3.2
SITE047,7,43.1,23.1,33.1,0.1,269.0,20.0,32.0,9.0,3.2
SITE047,8,41.4,21.4,31.4,0.1,243.0,20.0,32.0,9.0,3.2
SITE047,9,36.9,16.9,26.9,0.4,186.0,20.0,33.0,9.0,3.2
SITE047,10,30.8,10.8,20.8,2.0,136.0,20.0,35.0,8.8,3.2
SITE047,11,23.5,5.8,14.7,6.9,83.0,17.6,42.0,8.3,3.2
SITE047,12,18.2,2.2,10.2,9.7,63.0,16.0,46.0,8.0,3.2
SITE048,1,19.3,1.5,10.4,8.6,71.0,17.8,41.0,8.3,3.2
SITE048,2,21.0,3.0,12.0,8.3,84.0,18.0,41.0,8.3,3.2
SITE048,3,24.8,8.0,16.4,10.9,127.0,16.8,44.0,8.1,3.2
SITE048,4,31.3,13.6,22.5,9.0,175.0,17.6,42.0,8.3,3.2
SITE048,5,38.4,18.6,28.5,4.1,240.0,19.8,36.0,8.7,3.2
SITE048,6,42.9,22.9,32.9,0.8,263.0,20.0,33.0,8.9,3.2
SITE048,7,44.5,24.5,34.5,0.2,276.0,20.0,32.0,9.0,3.2
SITE048,8,42.9,22.9,32.9,0.2,250.0,20.0,32.0,9.0,3.2
SITE048,9,38.5,18.5,28.5,0.6,193.0,20.0,33.0,9.0,3.2
SITE048,10,32.5,12.5,22.5,2.6,142.0,20.0,35.0,8.8,3.2
SITE048,11,25.3,7.6,16.4,9.0,88.0,17.6,42.0,8.3,3.2
SITE048,12,20.0,4.0,12.0,12.8,67.0,16.0,46.0,8.0,3.2
SITE049,1,30.3,18.6,24.4,23.1,96.0,11.7,41.0,8.3,3.2
SITE049,2,31.1,19.3,25.2,22.1,105.0,11.8,41.0,8.3,3.2
SITE049,3,32.9,21.8,27.3,29.1,142.0,11.0,44.0,8.1,3.2
SITE049,4,36.0,24.5,30.2,24.1,172.0,11.6,42.0,8.3,3.2
SITE049,5,39.6,26.7,33.2,11.0,213.0,13.0,36.0,8.7,3.2
SITE049,6,42.3,28.3,35.3,2.0,228.0,14.0,33.0,8.9,3.2
SITE049,7,43.1,29.0,36.1,0.5,237.0,14.1,32.0,9.0,3.2
SITE049,8,42.3,28.2,35.3,0.5,222.0,14.1,32.0,9.0,3.2
SITE049,9,40.2,26.1,33.2,1.5,183.0,14.0,33.0,9.0,3.2
SITE049,10,37.0,23.5,30.2,7.0,147.0,13.4,35.0,8.8,3.2
SITE049,11,33.1,21.6,27.3,24.1,103.0,11.6,42.0,8.3,3.2
SITE049,12,30.5,20.0,25.2,34.1,87.0,10.5,46.0,8.0,3.2
SITE050,1,29.4,17.1,23.2,14.8,96.0,12.4,41.0,8.3,3.2
SITE050,2,30.4,17.9,24.1,14.2,106.0,12.5,41.0,8.3,3.2
SITE050,3,32.3,20.6,26.4,18.7,143.0,11.7,44.0,8.1,3.2
SITE050,4,35.8,23.5,29.6,15.5,174.0,12.3,42.0,8.3,3.2
SITE050,5,39.7,25.9,32.8,7.1,218.0,13.8,36.0,8.7,3.2
SITE050,6,42.5,27.7,35.1,1.3,234.0,14.8,33.0,8.9,3.2
SITE050,7,43.5,28.5,36.0,0.3,244.0,15.0,32.0,9.0,3.2
SITE050,8,42.6,27.7,35.1,0.3,228.0,15.0,32.0,9.0,3.2
SITE050,9,40.2,25.4,32.8,1.0,187.0,14.9,33.0,9.0,3.2
SITE050,10,36.7,22.5,29.6,4.5,150.0,14.2,35.0,8.8,3.2
SITE050,11,32.6,20.3,26.4,15.5,104.0,12.3,42.0,8.3,3.2
SITE050,12,29.7,18.5,24.1,21.9,87.0,11.1,46.0,8.0,3.2
SITE051,1,28.6,16.1,22.4,26.8,94.0,12.5,41.0,8.3,3.2
SITE051,2,29.5,16.9,23.2,25.6,103.0,12.6,41.0,8.3,3.2
SITE051,3,31.5,19.7,25.6,33.8,141.0,11.8,44.0,8.1,3.2
SITE051,4,35.0,22.6,28.8,28.0,172.0,12.4,42.0,8.3,3.2
SITE051,5,39.0,25.1,32.0,12.8,216.0,13.9,36.0,8.7,3.2
SITE051,6,41.9,26.9,34.4,2.3,232.0,14.9,33.0,8.9,3.2
SITE051,7,42.8,27.7,35.3,0.6,242.0,15.1,32.0,9.0,3.2
SITE051,8,41.9,26.9,34.4,0.6,225.0,15.1,32.0,9.0,3.2
SITE051,9,39.5,24.6,32.0,1.7,185.0,15.0,33.0,9.0,3.2
SITE051,10,36.0,21.6,28.8,8.2,148.0,14.3,35.0,8.8,3.2
SITE051,11,31.8,19.4,25.6,28.0,102.0,12.4,42.0,8.3,3.2
SITE051,12,28.8,17.6,23.2,39.6,86.0,11.2,46.0,8.0,3.2
SITE052,1,27.8,15.2,21.5,29.6,89.0,12.7,41.0,8.3,3.2
SITE052,2,28.8,16.0,22.4,28.3,99.0,12.8,41.0,8.3,3.2
SITE052,3,30.8,18.8,24.8,37.4,137.0,12.0,44.0,8.1,3.2
SITE052,4,34.4,21.8,28.1,30.9,170.0,12.6,42.0,8.3,3.2
SITE052,5,38.4,24.4,31.4,14.2,215.0,14.1,36.0,8.7,3.2
SITE052,6,41.4,26.2,33.8,2.6,232.0,15.1,33.0,8.9,3.2
SITE052,7,42.3,27.0,34.7,0.6,242.0,15.3,32.0,9.0,3.2
SITE052,8,41.5,26.2,33.8,0.6,224.0,15.3,32.0,9.0,3.2
SITE052,9,39.0,23.8,31.4,1.9,182.0,15.2,33.0,9.0,3.2
SITE052,10,35.4,20.8,28.1,9.0,143.0,14.5,35.0,8.8,3.2
SITE052,11,31.1,18.5,24.8,30.9,97.0,12.6,42.0,8.3,3.2
SITE052,12,28.1,16.7,22.4,43.8,81.0,11.4,46.0,8.0,3.2
SITE053,1,25.8,12.3,19.0,19.3,85.0,13.5,41.0,8.3,3.2
SITE053,2,26.8,13.2,20.0,18.5,96.0,13.6,41.0,8.3,3.2
SITE053,3,29.0,16.3,22.6,24.4,134.0,12.7,44.0,8.1,3.2
SITE053,4,32.9,19.6,26.3,20.2,168.0,13.3,42.0,8.3,3.2
SITE053,5,37.4,22.4,29.9,9.2,215.0,15.0,36.0,8.7,3.2
SITE053,6,40.6,24.5,32.5,1.7,233.0,16.1,33.0,8.9,3.2
SITE053,7,41.6,25.4,33.5,0.4,243.0,16.3,32.0,9.0,3.2
SITE053,8,40.7,24.4,32.5,0.4,225.0,16.3,32.0,9.0,3.2
SITE053,9,38.0,21.8,29.9,1.3,181.0,16.1,33.0,9.0,3.2
SITE053,10,34.0,18.5,26.3,5.9,141.0,15.5,35.0,8.8,3.2
SITE053,11,29.3,16.0,22.6,20.2,95.0,13.3,42.0,8.3,3.2
SITE053,12,26.0,13.9,20.0,28.6,78.0,12.1,46.0,8.0,3.2
SITE054,1,26.3,12.9,19.6,35.3,87.0,13.4,41.0,8.3,3.2
SITE054,2,27.3,13.8,20.6,33.8,97.0,13.5,41.0,8.3,3.2
SITE054,3,29.5,16.9,23.2,44.5,135.0,12.6,44.0,8.1,3.2
SITE054,4,33.4,20.1,26.8,36.8,169.0,13.2,42.0,8.3,3.2
SITE054,5,37.8,22.9,30.4,16.9,216.0,14.9,36.0,8.7,3.2
SITE054,6,41.0,25.0,33.0,3.1,234.0,16.0,33.0,8.9,3.2
SITE054,7,42.0,25.9,33.9,0.8,245.0,16.2,32.0,9.0,3.2
